무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,설치연도,관리기관명,관리기관전화번호,데이터기준일자
G9221,세종특별자치시,없음,일반국도,1,세종로,1,,세종특별자치시 조치원읍 서창리 50-5,36.613111,127.292911,"세종특별자치시 세종로 신안1리사거리(서창리50-5, 천안 → 조치원)",2,50,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9222,세종특별자치시,없음,특별시도,,남세종로,2,,세종특별자치시 보람동796,36.283411,127.170111,"세종특별자치시 남세종로 여울초등학교(보람동796, 대평동 행정복지센터 → 보람동 119)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9223,세종특별자치시,없음,특별시도,,보람서로,1,,세종특별자치시 보람동 664-78,36.282411,127.165911,"세종특별자치시 보람서로 해들유치원(보람동664-78, 수변공원 → 해들유치원)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9224,세종특별자치시,없음,특별시도,,금남구즉로,2,,세종특별자치시 보람동 700-59,36.472111,127.286411,"세종특별자치시 금남구즉로 금남초등학교 정문 앞(보람동700-59, 장영실고 → 바오로성당)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9225,세종특별자치시,없음,특별시도,,금남구즉로,1,,세종특별자치시 보람동 50-33,36.4716623,127.2862047,"세종특별자치시 금남구즉로 금남초등학교 정문 앞(보람동50-33, 바오로성당 → 장영실고)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9226,세종특별자치시,없음,특별시도,,안금로,2,,세종특별자치시 금남면 감성리 267-13,36.44363939,127.2873479,"세종특별자치시 안금로 감성초등학교 앞(금남면267-13, 감성교 → 감성교차로)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9227,세종특별자치시,없음,특별시도,,안금로,1,,세종특별자치시 금남면 감성리 267-13,36.44363939,127.2873479,"세종특별자치시 안금로 감성초등학교 앞(금남면267-13, 감성교차로 → 감성교)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9228,세종특별자치시,없음,특별시도,,다정남로,2,,세종특별자치시 다정동 982,36.293511,127.150311,"세종특별자치시 다정남로 새움초등학교 앞(다정동982, 다정중학교 → 가온12단지)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9229,세종특별자치시,없음,특별시도,,다정남로,2,,세종특별자치시 다정동 965,36.293611,127.150211,"세종특별자치시 다정남로 새움초등학교 앞(다정동965, 가온12단지 → 다정중학교)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9230,세종특별자치시,없음,특별시도,,다정북로,1,,세종특별자치시 다정동 961,36.294511,127.150211,"세종특별자치시 다정북로 새움초등학교 가온8단지 정문(다정동961, 가온3단지 → 리틀야구장)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9231,세종특별자치시,없음,특별시도,,다정북로,2,,세종특별자치시 다정동 920,36.294411,127.150411,"세종특별자치시 다정북로 새움초등학교 가온9단지 정문(다정동920, 리틀야구장 → 가온3단지)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9232,세종특별자치시,없음,특별시도,,당산로,1,,세종특별자치시 연기면 연기리 275-2,36.543811,127.276211,"세종특별자치시 당산로 연남초등학교 (연기면275-2, 연기면사무소 → 연기사거리)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9233,세종특별자치시,없음,특별시도,,당산로,2,,세종특별자치시 연기면 연기리 375-2,36.54516632,127.2775962,"세종특별자치시 당산로 연남초등학교 (연기면375-2, 연기사거리 → 연기면사무소)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9234,세종특별자치시,없음,특별시도,,새롬남로,1,,세종특별자치시 새롬동 620,36.291211,127.145411,"세종특별자치시 새롬남로 새롬초등학교(새롬동620, 새뜸2단지 → 원형교차로)",2,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9235,세종특별자치시,없음,특별시도,,새롬북로,2,,세종특별자치시 새롬동 619,36.291111,127.145111,"세종특별자치시 새롬북로 새롬초등학교(새롬동619, 새뜸3단지 → 원형교차로)",2,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9236,세종특별자치시,없음,특별시도,,장기초교길,2,,세종특별자치시 장군면 도계리 165-5,36.4965644,127.207311,"세종특별자치시 장기초교길 장기초등학교(장군면165-5, 서부농협 → 은용교)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9237,세종특별자치시,없음,특별시도,,장기초교길,1,,세종특별자치시 장군면 도계리 165-5,36.4965644,127.207311,"세종특별자치시 장기초교길 장기초등학교(장군면165-5, 은용교 → 서부농협)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9238,세종특별자치시,없음,특별시도,,비암로,2,,세종특별자치시 연서면 쌍류리 산86,36.59738592,127.2079755,"세종특별자치시 비암로 쌍류초등학교(쌍류리 산86, 다방리 →쌍류보건진료소)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9239,세종특별자치시,없음,특별시도,,반곡2길,1,,세종특별자치시 반곡동 46-1,36.49742734,127.312383,"세종특별자치시 반곡2길 솔빛초등학교(반곡동46-1, 솔빛초 → 수루배5단지)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9240,세종특별자치시,없음,특별시도,,반곡2길,2,,세종특별자치시 반곡동 42-5,36.49658058,127.3112853,"세종특별자치시 반곡2길 솔빛초등학교(반곡동42-5, 수루배5단지 → 솔빛초)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9241,세종특별자치시,없음,특별시도,,다정서로,1,,세종특별자치시 다정동 977,36.295511,127.145611,"세종특별자치시 다정서로 한결초등학교(다정동977, 다빛유치원 → 다정초등학교)",2,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9242,세종특별자치시,없음,특별시도,,다정북로,2,,세종특별자치시 다정동 978,36.295711,127.154811,"세종특별자치시 다정북로 한결초등학교(다정동978, 가온마을3단지 → 리틀야구장)",2,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9243,세종특별자치시,없음,특별시도,,다정북로,1,,세종특별자치시 다정동 977,36.295611,127.145611,"세종특별자치시 다정북로 한결초등학교(다정동977, 리틀야구장 →가온마을3단지)",2,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9244,세종특별자치시,없음,특별시도,,수왕로,2,,세종특별자치시 연기면 눌왕리 280,36.54468433,127.255111,"세종특별자치시 수왕로 수왕초등학교(눌왕리280, 눌왕교 → 수산리마을회관)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9245,세종특별자치시,없음,특별시도,,수왕로,1,,세종특별자치시 연기면 눌왕리 280,36.54468433,127.255111,"세종특별자치시 수왕로 수왕초등학교(눌왕리280, 수산리마을회관 → 눌왕교)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9246,세종특별자치시,없음,특별시도,,대평로,2,,세종특별자치시 대평동 725,36.281511,127.164811,"세종특별자치시 대평로 대평초등학교(대평동725, 바오로성당 → 해들마을6단지)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9247,세종특별자치시,없음,특별시도,,대평로,2,,세종특별자치시 대평동 725,36.281511,127.164911,"세종특별자치시 대평로 대평초등학교(대평동725, 해들마을6단지 → 바오로성당)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9248,세종특별자치시,없음,특별시도,,다정남로,1,,세종특별자치시 다정동 960,36.293411,127.143811,"세종특별자치시 다정남로 다정초등학교 앞(다정동960, 다정고 → 다정동주민센터)",2,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9249,세종특별자치시,없음,특별시도,,다정서로,2,,세종특별자치시 다정동 975,36.293411,127.143611,"세종특별자치시 다정서로 다정초등학교 앞 원형교차로(다정동975, 새움중 → 다정중)",1,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9250,세종특별자치시,없음,특별시도,,시청대로,1,,세종특별자치시 반곡동 51-10,36.50150729,127.311843,"세종특별자치시 시청대로 반곡초등학교(반곡동51-10, 수루배1단지 → 수루배4단지)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9251,세종특별자치시,없음,특별시도,,시청대로,2,,세종특별자치시 반곡동 51-08,36.300411,127.183911,"세종특별자치시 시청대로 반곡초등학교(반곡동51-08, 수루배4단지 → 수루배1단지)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9252,세종특별자치시,없음,특별시도,,다솜로,1,,세종특별자치시 어진동 734,36.49970475,127.2711281,"세종특별자치시 다솜로 연세초등학교(세종리1198, 연세초 → 대통령기록관)",1,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9253,세종특별자치시,없음,특별시도,,도움3로,2,,세종특별자치시 종촌동 707,36.505211,127.243111,"세종특별자치시 도움3로 종촌초등학교 가재마을4단지 앞(종촌동707, 종촌동행정복지센터 → 종촌중)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9254,세종특별자치시,없음,특별시도,,도움3로,1,,세종특별자치시 종촌동 707,36.505211,127.243111,"세종특별자치시 도움3로 종촌초등학교 가재마을3단지 앞(종촌동707, 종촌중 → 종촌동행정복지센터)",2,30,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9255,세종특별자치시,없음,특별시도,,만남로,2,,세종특별자치시 고운동 2083,36.515311,127.239411,"세종특별자치시 만남로 온빛초등학교(고운동2083, 두루중 → 시립도서관)",2,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9256,세종특별자치시,없음,특별시도,,만남로,1,,세종특별자치시 고운동 2083,36.514211,127.243911,"세종특별자치시 만남로 온빛초등학교(고운동2083, 시립도서관 → 두루중)",2,20,2020,세종특별자치시경찰청,044-559-2151,2022-05-20
G9732,세종특별자치시,없음,시도,,구즉세종로,2,,세종특별자치시 금남면 장재리 604-5,36.478607,127.3094,"세종특별자치시 구즉세종로 새샘교차로 대전방향 120m전방(금남면 장재리 604-5, 세종 → 대전",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9733,세종특별자치시,없음,시도,,구즉세종로,1,,세종특별자치시 금남면 장재리 217-1,36.477822,127.3114,"세종특별자치시 구즉세종로 새샘교차로 대전방향 400m전방(금남면 장재리 217-1, 대전 → 세종",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9734,세종특별자치시,없음,일반국도,1,세종로,1,,세종특별자치시 대평동 580-3,36.467249,127.264797,"세종특별자치시 세종로 학나래교 남단 시점 1,2차로 (대평동 580-3, 대전 → 조치원)",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9735,세종특별자치시,없음,일반국도,1,세종로,1,,세종특별자치시 대평동 580-3,36.467249,127.264797,"세종특별자치시 세종로 학나래교 남단 시점 3차로 (대평동 580-3, 대전 → 조치원)",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9736,세종특별자치시,없음,일반국도,1,세종로,1,,세종특별자치시 아름동 801,36.522364,127.246282,"세종특별자치시 세종로 세종국제고 앞 종점 1,2차로 (아름동 801, 대전 → 조치원)",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9737,세종특별자치시,없음,일반국도,1,세종로,1,,세종특별자치시 아름동 801,36.522364,127.246282,"세종특별자치시 세종로 세종국제고 앞 종점 3차로 (아름동 801, 대전 → 조치원)",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9738,세종특별자치시,없음,일반국도,1,세종로,2,,세종특별자치시 아름동 801,36.522364,127.246282,"세종특별자치시 세종로 세종국제고 앞 시점 1,2차로 (아름동 801, 조치원 → 대전)",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9739,세종특별자치시,없음,일반국도,1,세종로,2,,세종특별자치시 아름동 801,36.522364,127.246282,"세종특별자치시 세종로 세종국제고 앞 시점 3차로 (아름동 801, 조치원 → 대전)",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9740,세종특별자치시,없음,일반국도,1,세종로,2,,세종특별자치시 대평동 580-3,36.467249,127.264797,"세종특별자치시 세종로 학나래교 남단 종점 1,2차로 (대평동 580-3, 조치원 → 대전)",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9741,세종특별자치시,없음,일반국도,1,세종로,2,,세종특별자치시 대평동 580-3,36.467249,127.264797,"세종특별자치시 세종로 학나래교 남단 종점 3차로 (대평동 580-3, 조치원 → 대전)",1,70,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9895,세종특별자치시,없음,시도,,한누리대로,2,,세종특별자치시 소담동617,36.486303,127.301424,"세종특별자치시 한누리대로 소담교차로(소담동617, 보람동 → 반곡동)",2,50,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9896,세종특별자치시,없음,시도,,한누리대로,1,,세종특별자치시 소담동520,36.486268,127.301038,"세종특별자치시 한누리대로 소담교차로(소담동520, 반곡동 → 보람동)",2,50,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9897,세종특별자치시,없음,시도,,한누리대로,2,,세종특별자치시 반곡동831,36.495482,127.306955,"세종특별자치시 한누리대로 반곡교차로(반곡동831, 보람동 → 반곡동)",2,50,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
G9898,세종특별자치시,없음,시도,,한누리대로,1,,세종특별자치시 반곡동831,36.495501,127.306677,"세종특별자치시 한누리대로 반곡교차로(반곡동831, 반곡동 → 보람동)",2,50,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
H2975,세종특별자치시,없음,지방도,96,연청로,1,,세종특별자치시 부강면 문곡리 산9-2,36.529453,127.402786,"세종특별자치시 부강면 문곡리 산9-2, 세종방면 시점 1, 2차로 (외천교차로 → 세종)",1,80,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
H2976,세종특별자치시,없음,지방도,96,연청로,1,,세종특별자치시 부강면 문곡리 산9-2,36.529453,127.402786,"세종특별자치시 부강면 문곡리 산9-2, 세종방면 시점 3차로 (외천교차로 → 세종)",1,80,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
H2977,세종특별자치시,없음,지방도,96,연청로,1,,세종특별자치시 부강면 부강리 243-2,36.538804,127.365036,"세종특별자치시 부강면 부강리 243-2, 세종방면 종점 1, 2차로 (외천교차로 → 세종)",1,80,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
H2978,세종특별자치시,없음,지방도,96,연청로,1,,세종특별자치시 부강면 부강리 243-2,36.538804,127.365036,"세종특별자치시 부강면 부강리 243-2, 세종방면 종점 3차로 (외천교차로 → 세종)",1,80,2021,세종특별자치시경찰청,044-559-2251,2022-05-20
H3953,세종특별자치시,없음,시도,,행복대로,1,,세종특별자치시 반곡동 203-133,36.480626,127.312741,"세종특별자치시 집현동719, 새샘교차로→새나루교차로 1,2차로(시점)",1,70,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3954,세종특별자치시,없음,시도,,행복대로,1,,세종특별자치시 반곡동 203-133,36.480626,127.312741,"세종특별자치시 집현동719, 새샘교차로→새나루교차로 3차로(시점)",1,70,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3955,세종특별자치시,없음,시도,,행복대로,1,,세종특별자치시 집현동 산 45-2,36.495594,127.331795,"세종특별자치시 집현동 산 45-2, 새샘교차로→새나루교차로 1,2차로(종점)",1,70,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3956,세종특별자치시,없음,시도,,행복대로,1,,세종특별자치시 집현동 산 45-2,36.495594,127.331795,"세종특별자치시 집현동 산 45-2, 새샘교차로→새나루교차로 3차로(종점)",1,70,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3957,세종특별자치시,없음,시도,,행복대로,2,,세종특별자치시 집현동 산 45-2,36.495594,127.331795,"세종특별자치시 집현동 산 45-2, 새나루교차로→새샘교차로 1,2차로(시점)",1,70,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3958,세종특별자치시,없음,시도,,행복대로,2,,세종특별자치시 집현동 산 45-2,36.495594,127.331795,"세종특별자치시 집현동 산 45-2, 새나루교차로→새샘교차로 3차로(시점)",1,70,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3959,세종특별자치시,없음,시도,,행복대로,2,,세종특별자치시 반곡동 203-133,36.480626,127.312741,"세종특별자치시 집현동883-241, 새나루교차로→새샘교차로 1,2차로(종점)",1,70,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3960,세종특별자치시,없음,시도,,행복대로,2,,세종특별자치시 반곡동 203-133,36.480626,127.312741,"세종특별자치시 집현동883-241, 새나루교차로→새샘교차로 3차로(종점)",1,70,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3961,세종특별자치시,없음,시도,,한누리대로,2,,세종특별자치시 집현동 370,36.5010807,127.3283546,세종특별자치시 집현동 370 새나루12단지 앞(아람찬교→반곡교),2,50,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3962,세종특별자치시,없음,시도,,집현북로,1,,세종특별자치시 집현동 363-2,36.501124,127.3288628,세종특별자치시 집현동 363-2 산학연클러스터 앞(새나래교차로→새나루12단지),2,50,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3963,세종특별자치시,없음,시도,,한누리대로,2,,세종특별자치시 연기면 누리리 847,36.5342362,127.2948253,세종특별자치시 연기면 누리리 847 보롬교(한별리→용호리),2,50,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3964,세종특별자치시,없음,시도,,한누리대로,1,,세종특별자치시 연기면 누리리 847 ,36.5343298,127.2941957,세종특별자치시 연기면 누리리 847 보롬교(용호리→한별리),2,50,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3965,세종특별자치시,없음,일반국도,1,세종로,1,,세종특별자치시 조치원읍 신안리 238,36.6330729,127.2876993,세종특별자치시 조치원읍 신안리 238(조치원→천안),1,60,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3966,세종특별자치시,없음,일반국도,1,세종로,2,,세종특별자치시 연서면 월하리 652 ,36.5755709,127.2915973,세종특별자치시 연서면 월하리 652 월하오거리(천안→세종),2,50,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
H3967,세종특별자치시,없음,일반국도,1,세종로,1,,세종특별자치시 연서면 월하리 652 ,36.5783197,127.2926819,세종특별자치시 연서면 월하리 652가나공인중개사 앞(세종→천안),2,50,2022,세종특별자치시경찰청,044-559-2251,2022-05-20
